"trialNr","nwords","stim_file","trialID","taskVersion","aoi","aoiInfo_wordPosition","aoiInfo_word","aoiInfo_nchar","aoiInfo_freq","aoiInfo_pred","aoiInfo_lum_norm","aoiInfo_simBOLD_res","aoiInfo_OLD20"
112,10,"Die meisten Geschäfte schließen samstags früher als unter der Woche. ","ID_112_10","v4","[[142.5,230.5,384,384],[230.5,340.5,384,384],[340.5,450.5,384,384],[450.5,549.5,384,384],[549.5,626.5,384,384],[626.5,670.5,384,384],[670.5,736.5,384,384],[736.5,780.5,384,384],[780.5,852,384,384]]","[2,3,4,5,6,7,8,9,10]","[""meisten"",""Geschäfte"",""schließen"",""samstags"",""früher"",""als"",""unter"",""der"",""Woche""]","[7,9,9,8,6,3,5,3,6]","[3.3869,2.975,2.9926,1.5441,3.4797,4.772,3.983,5.3728,3.6864]","[0.0824,0,0.0941,0.0118,0.0353,0.9529,0.0118,0.8706,0.9059]","[130.0202,136.2898,130.2013,137.7721,128.768,122.2562,122.0886,134.7281,123.1]","[0.0917,0.1971,0.1218,0.9928,0.3121,""NA"",0.3178,""NA"",0.6327]","[1.25,1.6,1.35,2.75,1.4,1,1,1,1.25]"
113,7,"Die Astronauten antworten seit Tagen nicht mehr. ","ID_113_7","v4","[[142.5,274.5,384,384],[274.5,384.5,384,384],[384.5,439.5,384,384],[439.5,505.5,384,384],[505.5,571.5,384,384],[571.5,632,384,384]]","[2,3,4,5,6,7]","[""Astronauten"",""antworten"",""seit"",""Tagen"",""nicht"",""mehr""]","[11,9,4,5,5,5]","[1.7324,2.828,3.9332,3.4551,5.6257,4.6383]","[0,0,0,0.0588,0.8,0.7294]","[128.293,126.9355,118.9971,152.6549,131.8525,119.8745]","[0.5075,0.1948,""NA"",0.2879,0.2879,0.5728]","[3.25,1.7,1,1,1,1]"
114,8,"Die Schüler schreiben ihrer kranken Lehrerin einen Brief. ","ID_114_8","v4","[[142.5,230.5,384,384],[230.5,340.5,384,384],[340.5,406.5,384,384],[406.5,494.5,384,384],[494.5,593.5,384,384],[593.5,659.5,384,384],[659.5,731,384,384]]","[2,3,4,5,6,7,8]","[""Schüler"",""schreiben"",""ihrer"",""kranken"",""Lehrerin"",""einen"",""Brief""]","[7,9,5,7,8,5,6]","[3.0777,3.3316,3.6266,2.2253,2.6304,4.901,3.1864]","[0.0118,0.0118,0,0.0588,0.7294,0.8588,0.7529]","[132.6633,129.3124,120.3765,134.1193,125.0632,126.2902,115.5131]","[0.5984,0.0573,0.5339,0.103,0.3951,0.2879,0.8355]","[1.5,1.55,1.45,1.45,1.85,1,1.6]"
115,6,"Die Beschuldigten schweigen zu den Vorwürfen. ","ID_115_6","v4","[[142.5,296.5,384,384],[296.5,406.5,384,384],[406.5,439.5,384,384],[439.5,483.5,384,384],[483.5,599,384,384]]","[2,3,4,5,6]","[""Beschuldigten"",""schweigen"",""zu"",""den"",""Vorwürfen""]","[13,9,2,3,10]","[0.8451,2.6107,5.3601,5.163,1.2304]","[0,0.0119,0.2262,0.4286,0.4286]","[135.9849,135.1403,118.9471,143.4627,120.2867]","[0.0797,0.0815,""NA"",""NA"",0.5115]","[2.45,1.7,1,1,2.55]"
116,7,"Die beiden Mädchen schütteln sich vor lachen. ","ID_116_7","v4","[[142.5,219.5,384,384],[219.5,307.5,384,384],[307.5,417.5,384,384],[417.5,472.5,384,384],[472.5,516.5,384,384],[516.5,599,384,384]]","[2,3,4,5,6,7]","[""beiden"",""Mädchen"",""schütteln"",""sich"",""vor"",""lachen""]","[6,7,9,4,3,7]","[3.6521,4.075,2.143,4.9203,4.5422,3.1212]","[0.0118,0.0471,0,0.4235,0.4588,0.1882]","[137.4379,148.7854,127.2153,134.2902,133.7752,116.1059]","[0.2086,0.2506,0.1218,""NA"",""NA"",0.144]","[1,1.15,1.65,1,1,1]"
117,8,"Dorothea log oft bei Fragen nach ihrem Alter. ","ID_117_8","v4","[[197.5,241.5,384,384],[241.5,285.5,384,384],[285.5,329.5,384,384],[329.5,406.5,384,384],[406.5,461.5,384,384],[461.5,527.5,384,384],[527.5,599,384,384]]","[2,3,4,5,6,7,8]","[""log"",""oft"",""bei"",""Fragen"",""nach"",""ihrem"",""Alter""]","[3,3,3,6,4,5,6]","[1.8261,3.638,4.5715,3.5748,4.6686,3.6051,3.5469]","[0,0.0233,0.0116,0.0349,0.1047,0.2791,0.2326]","[136.9451,124.7582,131.4131,136.6386,133.8824,132.8525,110.8882]","[""NA"",""NA"",""NA"",0.1805,""NA"",0.5646,0.3178]","[1,1,1,1.35,1,1.55,1]"
118,9,"Die Großmutter wog die Zutaten beim Backen sehr genau. ","ID_118_9","v4","[[142.5,263.5,384,384],[263.5,307.5,384,384],[307.5,351.5,384,384],[351.5,439.5,384,384],[439.5,494.5,384,384],[494.5,571.5,384,384],[571.5,626.5,384,384],[626.5,698,384,384]]","[2,3,4,5,6,7,8,9]","[""Großmutter"",""wog"",""die"",""Zutaten"",""beim"",""Backen"",""sehr"",""genau""]","[10,3,3,7,4,6,4,6]","[2.9074,1.6021,5.5136,2.0531,3.8822,1.7853,4.4877,4.0827]","[0,0,0.1176,0.0706,0.0118,0.7059,0.0118,0.8941]","[133.4294,149.5477,133.0667,128.614,140.9324,141.4797,139.1863,121.681]","[0.4517,""NA"",""NA"",0.6043,""NA"",0.144,""NA"",0.6327]","[2.3,1,1,1.95,1.05,1,1,1.45]"
119,7,"Die Mutter sagte, Nina übe gerade Klavier. ","ID_119_7","v4","[[142.5,219.5,384,384],[219.5,296.5,384,384],[296.5,351.5,384,384],[351.5,395.5,384,384],[395.5,472.5,384,384],[472.5,566,384,384]]","[2,3,4,5,6,7]","[""Mutter"",""sagte"",""Nina"",""übe"",""gerade"",""Klavier""]","[6,6,4,3,6,8]","[4.1585,4.1861,2.6767,2.0755,4.215,2.4548]","[0.0235,0.0118,0,0,0.0118,0.0941]","[130.3582,119.3778,138.3137,144.8863,140.117,111.8775]","[0.2784,0.3216,""NA"",""NA"",0.2798,0.8813]","[1,1,1,1.25,1.4,2]"
120,8,"Der Gehilfe des Gärtners sät Kresse und Radieschen. ","ID_120_8","v4","[[142.5,230.5,384,384],[230.5,274.5,384,384],[274.5,373.5,384,384],[373.5,417.5,384,384],[417.5,494.5,384,384],[494.5,538.5,384,384],[538.5,665,384,384]]","[2,3,4,5,6,7,8]","[""Gehilfe"",""des"",""Gärtners"",""sät"",""Kresse"",""und"",""Radieschen""]","[7,3,8,3,6,3,11]","[1.415,4.4516,0.4771,1.3222,0.301,5.4068,1.415]","[0,0.4302,0.0465,0.0116,0.0116,0.1395,0.0233]","[132.4706,141.3124,130.1936,131.1059,132.4647,140.6863,127.9258]","[0.703,""NA"",0.6267,""NA"",0.3121,""NA"",0.4594]","[1.95,1,2.3,1,1.5,1,2.95]"
121,7,"Die zwei Nichten öden sich gegenseitig an. ","ID_121_7","v4","[[142.5,197.5,384,384],[197.5,285.5,384,384],[285.5,340.5,384,384],[340.5,395.5,384,384],[395.5,527.5,384,384],[527.5,566,384,384]]","[2,3,4,5,6,7]","[""zwei"",""Nichten"",""öden"",""sich"",""gegenseitig"",""an""]","[4,7,4,4,11,3]","[4.177,1.3424,1.3802,4.9203,2.8585,4.9913]","[0,0,0,0.6047,0.3953,0.9186]","[123.6961,134.2734,144.5588,134.2902,135.9815,100.6092]","[""NA"",0.103,""NA"",""NA"",0.2176,""NA""]","[1.35,1.35,1.1,1,2.4,1]"
122,10,"Sei so gut und miß bitte die Tiefe des Regals. ","ID_122_10","v4","[[142.5,175.5,384,384],[175.5,219.5,384,384],[219.5,263.5,384,384],[263.5,307.5,384,384],[307.5,373.5,384,384],[373.5,417.5,384,384],[417.5,483.5,384,384],[483.5,527.5,384,384],[527.5,610,384,384]]","[2,3,4,5,6,7,8,9,10]","[""so"",""gut"",""und"",""miß"",""bitte"",""die"",""Tiefe"",""des"",""Regals""]","[2,3,3,3,5,3,5,3,7]","[5.0442,4.7348,5.4068,1.4624,4.3888,5.5136,2.415,4.4516,0]","[0.0353,0.2588,0.7176,0,0.0235,0.5765,0,0.6471,0.0235]","[127.5902,137.5203,140.6863,146.2876,125.1082,133.0667,130.2675,141.3124,126.6073]","[""NA"",""NA"",""NA"",""NA"",0.365,""NA"",0.5339,""NA"",0.6506]","[1,1,1,1,1,1,1.3,1,1.85]"
123,8,"Jetzt rate doch mal, wen ich gesehen habe! ","ID_123_8","v4","[[164.5,219.5,384,384],[219.5,274.5,384,384],[274.5,329.5,384,384],[274.5,329.5,384,384],[329.5,373.5,384,384],[373.5,417.5,384,384],[417.5,505.5,384,384],[505.5,566,384,384]]","[2,3,4,4,5,6,7,8]","[""rate"",""doch"",""mal"",""mal"",""wen"",""ich"",""gesehen"",""habe""]","[4,4,3,4,3,3,7,5]","[2.4298,4.7422,4.7522,4.7522,3.3744,5.6438,4.2184,4.9709]","[0,0.0116,0.4824,0.686,0.0116,0.593,0,0.9535]","[121.3471,141.2451,148.8771,111.6578,137.0327,124.3542,140.3289,127.4878]","[""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",0.3605,0.5923]","[1,1,1,1,1,1,1.45,1]"
124,9,"Sei so lieb und lies mir die Angaben vor! ","ID_124_9","v4","[[142.5,175.5,384,384],[175.5,230.5,384,384],[230.5,274.5,384,384],[274.5,329.5,384,384],[329.5,373.5,384,384],[373.5,417.5,384,384],[417.5,505.5,384,384],[505.5,555,384,384]]","[2,3,4,5,6,7,8,9]","[""so"",""lieb"",""und"",""lies"",""mir"",""die"",""Angaben"",""vor""]","[2,4,3,4,3,3,7,4]","[5.0442,3.1248,5.4068,2.2989,5.2001,5.5136,2.0607,4.5422]","[0.0349,0.2209,0.7674,0,0.593,0.0814,0,0.6628]","[127.5902,125.7167,140.6863,117.2412,126.2418,133.0667,147.0381,100.3314]","[""NA"",""NA"",""NA"",""NA"",""NA"",""NA"",0.4885,""NA""]","[1,1,1,1,1,1,1.85,1]"
125,8,"Bitte wirf den Ball nicht wieder aufs Dach. ","ID_125_8","v4","[[164.5,219.5,384,384],[219.5,263.5,384,384],[263.5,318.5,384,384],[318.5,384.5,384,384],[384.5,461.5,384,384],[461.5,516.5,384,384],[516.5,577,384,384]]","[2,3,4,5,6,7,8]","[""wirf"",""den"",""Ball"",""nicht"",""wieder"",""aufs"",""Dach""]","[4,3,4,5,6,4,5]","[2.3181,5.163,3.1508,5.6257,4.6018,3.3397,3.0903]","[0,0.2169,0.506,0.3735,0.012,0,0.5301]","[121.4941,143.4627,133.3716,131.8525,130.6824,127.8667,121.7906]","[""NA"",""NA"",""NA"",0.2879,0.2039,""NA"",0.5923]","[1.1,1,1,1,1.1,1,1]"
126,6,"Bitte hilf deiner Schwester beim Aufräumen. ","ID_126_6","v4","[[164.5,219.5,384,384],[219.5,296.5,384,384],[296.5,406.5,384,384],[406.5,461.5,384,384],[461.5,577,384,384]]","[2,3,4,5,6]","[""hilf"",""deiner"",""Schwester"",""beim"",""Aufräumen""]","[4,6,9,4,10]","[2.9552,3.8763,3.7496,3.8822,1.6128]","[0.0116,0.0233,0.4535,0.3372,0.2093]","[123.8118,128.4954,133.0854,140.9324,127.1004]","[""NA"",0.144,0.204,""NA"",0.3872]","[1.3,1,1.55,1.05,2.25]"
127,8,"Die streikenden Fahrer konnte man kilometerweit hupen hören. ","ID_127_8","v4","[[142.5,274.5,384,384],[274.5,351.5,384,384],[351.5,428.5,384,384],[428.5,472.5,384,384],[472.5,626.5,384,384],[626.5,692.5,384,384],[692.5,764,384,384]]","[2,3,4,5,6,7,8]","[""streikenden"",""Fahrer"",""konnte"",""man"",""kilometerweit"",""hupen"",""hören""]","[11,6,6,3,13,5,6]","[0.6021,2.9047,3.9225,4.6026,0.8451,1.5051,3.9366]","[0,0,0.0118,0.1529,0.0118,0.0235,1]","[129.944,128.9876,132.1967,144.6941,126.213,142.9906,118.5072]","[0.1369,0.2448,0.2798,""NA"",0.874,0.9311,0.5646]","[2.45,1.2,1,1,4.85,1.8,1.1]"
128,9,"Die Gärtner mähen den Rasen im Park jeden Mittwoch. ","ID_128_9","v4","[[142.5,230.5,384,384],[230.5,296.5,384,384],[296.5,340.5,384,384],[340.5,406.5,384,384],[406.5,439.5,384,384],[439.5,494.5,384,384],[494.5,560.5,384,384],[560.5,665,384,384]]","[2,3,4,5,6,7,8,9]","[""Gärtner"",""mähen"",""den"",""Rasen"",""im"",""Park"",""jeden"",""Mittwoch""]","[7,5,3,5,2,4,5,9]","[2,1.4771,5.163,2.3118,4.7586,3.1399,3.8264,2.5658]","[0,0,0.5977,0.8736,0.092,0.2989,0.046,0.0115]","[130.6695,147.829,143.4627,139.9624,135.8078,135.1637,136.4345,122.858]","[0.7275,0.5339,""NA"",0.3663,""NA"",""NA"",0.322,0.9928]","[1.9,1.45,1,1,1,1,1.4,3.15]"
129,9,"Gute Beziehungen ebnen vielen Unternehmern den Weg zum Erfolg. ","ID_129_9","v4","[[153.5,285.5,384,384],[285.5,351.5,384,384],[351.5,428.5,384,384],[428.5,571.5,384,384],[571.5,615.5,384,384],[615.5,659.5,384,384],[659.5,703.5,384,384],[703.5,786,384,384]]","[2,3,4,5,6,7,8,9]","[""Beziehungen"",""ebnen"",""vielen"",""Unternehmern"",""den"",""Weg"",""zum"",""Erfolg""]","[11,5,6,12,3,3,3,7]","[2.6848,0.8451,3.4218,0.301,5.163,4.1024,4.5244,3.0719]","[0.0116,0,0.0116,0,0.6047,0.6163,0.3953,0.7558]","[137.6114,138.018,118.8007,133.818,143.4627,158.6667,135.7948,123.1445]","[0.2494,0.6327,0.1952,0.0726,""NA"",""NA"",""NA"",0.9998]","[2.55,1.7,1.15,2.4,1,1,1,1.7]"
130,7,"Mäuse und Ratten nagen gerne an Stromkabeln. ","ID_130_7","v4","[[164.5,208.5,384,384],[208.5,285.5,384,384],[285.5,351.5,384,384],[351.5,417.5,384,384],[417.5,450.5,384,384],[450.5,588,384,384]]","[2,3,4,5,6,7]","[""und"",""Ratten"",""nagen"",""gerne"",""an"",""Stromkabeln""]","[3,6,5,5,2,12]","[5.4068,2.5717,1.1461,3.7193,4.9913,0]","[0.1529,0.4588,0.0118,0.1529,0.6824,0.0235]","[140.6863,134.0418,140.629,135.4024,150.9137,128.5373]","[""NA"",0.2039,0.2879,0.365,""NA"",0.8463]","[1,1,1,1.2,1,4.1]"
131,6,"Tierärzte impfen keine Kaninchen gegen Tollwut. ","ID_131_6","v4","[[208.5,285.5,384,384],[285.5,351.5,384,384],[351.5,461.5,384,384],[461.5,527.5,384,384],[527.5,621,384,384]]","[2,3,4,5,6]","[""impfen"",""keine"",""Kaninchen"",""gegen"",""Tollwut""]","[6,5,9,5,8]","[1.2553,4.6341,2.3075,3.9526,1.4914]","[0,0,0,0.4048,0.3214]","[139.9444,129.8745,134.0985,148.7584,115.5152]","[0.9985,0.2879,0.7211,0.2879,0.6688]","[1.9,1,2.5,1,3]"
132,8,"Die Hunde der Wächter bellen beim geringsten Anlass. ","ID_132_8","v4","[[142.5,208.5,384,384],[208.5,252.5,384,384],[252.5,340.5,384,384],[340.5,417.5,384,384],[417.5,472.5,384,384],[472.5,593.5,384,384],[593.5,665,384,384]]","[2,3,4,5,6,7,8]","[""Hunde"",""der"",""Wächter"",""bellen"",""beim"",""geringsten"",""Anlaß""]","[5,3,7,6,4,10,7]","[3.0191,5.3728,2.5502,1.8513,3.8822,2.0253,2.4082]","[0,0.0118,0.0118,0.1412,0,0.0353,0.1765]","[147.4306,134.7281,135.2303,129.0052,140.9324,132.8855,""NA""]","[0.2879,""NA"",0.4885,0.1818,""NA"",0.1865,""NA""]","[1,1,1.85,1.15,1.05,2.35,1.9]"
133,7,"Affen kraulen sich oft stundenlang das Fell. ","ID_133_7","v4","[[164.5,252.5,384,384],[252.5,307.5,384,384],[307.5,351.5,384,384],[351.5,483.5,384,384],[483.5,527.5,384,384],[527.5,588,384,384]]","[2,3,4,5,6,7]","[""kraulen"",""sich"",""oft"",""stundenlang"",""das"",""Fell""]","[7,4,3,11,3,5]","[0.7782,4.9203,3.638,2.2304,5.5145,2.0607]","[0,0.8706,0.0824,0,0.1529,0.8471]","[126.5619,134.2902,124.7582,134.2132,141.2889,105.7459]","[0.2506,""NA"",""NA"",0.1611,""NA"",0.783]","[1.65,1,1,2.45,1,1]"
134,9,"Die Forscher stapfen durch den Schnee zurück zum Lager. ","ID_134_9","v4","[[142.5,241.5,384,384],[241.5,329.5,384,384],[329.5,395.5,384,384],[395.5,439.5,384,384],[439.5,516.5,384,384],[516.5,593.5,384,384],[593.5,637.5,384,384],[637.5,709,384,384]]","[2,3,4,5,6,7,8,9]","[""Forscher"",""stapfen"",""durch"",""den"",""Schnee"",""zurück"",""zum"",""Lager""]","[8,7,5,3,6,6,3,6]","[1.8865,0.7782,4.1794,5.163,2.7796,4.3538,4.5244,2.9074]","[0,0,0.4706,0.6824,0.1647,0.0118,0.2353,0.2353]","[126.8221,134.549,133.3584,143.4627,139.1706,125.9222,135.7948,119.1373]","[0.3813,0.4885,0.7319,""NA"",0.9885,0.9931,""NA"",0.3178]","[1.85,1.85,1.3,1,1.8,1.2,1,1]"
135,9,"Viele Babys schielen nach der Geburt eine Weile lang. ","ID_135_9","v4","[[164.5,230.5,384,384],[230.5,329.5,384,384],[329.5,384.5,384,384],[384.5,428.5,384,384],[428.5,505.5,384,384],[505.5,560.5,384,384],[560.5,626.5,384,384],[626.5,687,384,384]]","[2,3,4,5,6,7,8,9]","[""Babys"",""schielen"",""nach"",""der"",""Geburt"",""eine"",""Weile"",""lang""]","[5,8,4,3,6,4,5,5]","[2.749,0.9542,4.6686,5.3728,2.7627,5.0745,3.2831,3.7592]","[0,0,0.1294,0.6353,0.6118,0.0353,0.6118,0.2235]","[149.7859,125.5706,133.8824,134.7281,134.5405,124.5343,128.8424,116.869]","[0.8355,0.0318,""NA"",""NA"",0.9787,""NA"",0.2879,0.5923]","[1.45,1.4,1,1,1.85,1,1,1]"
136,9,"Die Bäume in den Wäldern speichern sehr viel Wasser. ","ID_136_9","v4","[[142.5,208.5,384,384],[208.5,241.5,384,384],[241.5,285.5,384,384],[285.5,373.5,384,384],[373.5,483.5,384,384],[483.5,538.5,384,384],[538.5,593.5,384,384],[593.5,676,384,384]]","[2,3,4,5,6,7,8,9]","[""Bäume"",""in"",""den"",""Wäldern"",""speichern"",""sehr"",""viel"",""Wasser""]","[5,2,3,7,9,4,4,7]","[2.6812,5.2604,5.163,2.0374,1.7559,4.4877,4.3869,3.7491]","[0.0119,0.0714,0.119,0.4167,0,0.0476,0.9405,0.5476]","[151.9231,117.7196,143.4627,138.2415,130.681,139.1863,112.0353,118.7798]","[0.7319,""NA"",""NA"",0.5984,0.1971,""NA"",""NA"",0.4883]","[1.6,1,1,1.85,2.05,1,1,1.15]"
137,7,"Die meisten Leute schummeln beim Spielen gelegentlich. ","ID_137_7","v4","[[142.5,230.5,384,384],[230.5,296.5,384,384],[296.5,406.5,384,384],[406.5,461.5,384,384],[461.5,549.5,384,384],[549.5,698,384,384]]","[2,3,4,5,6,7]","[""meisten"",""Leute"",""schummeln"",""beim"",""Spielen"",""gelegentlich""]","[7,5,9,4,7,13]","[3.3869,4.3015,1.4914,3.8822,2.8287,2.0531]","[0.0241,0.2289,0,0.3855,0.1807,0]","[130.0202,127.0659,136.932,140.9324,135.4174,124.4881]","[0.0917,0.3216,0.2017,""NA"",0.103,0.2039]","[1.25,1,2.1,1.05,1.5,3.05]"
138,10,"Nach dem Spiel massieren die Therapeuten den Spielern die Beine. ","ID_138_10","v4","[[153.5,197.5,384,384],[197.5,263.5,384,384],[263.5,373.5,384,384],[373.5,417.5,384,384],[417.5,549.5,384,384],[549.5,593.5,384,384],[593.5,692.5,384,384],[692.5,736.5,384,384],[736.5,808,384,384]]","[2,3,4,5,6,7,8,9,10]","[""dem"",""Spiel"",""massieren"",""die"",""Therapeuten"",""den"",""Spielern"",""die"",""Beine""]","[3,5,9,3,11,3,8,3,6]","[4.875,3.7208,1.8751,5.5136,1.9294,5.163,1.5798,5.5136,3.17]","[0.3529,0.0471,0,0.5882,0.0353,0.1412,0.1294,0.7176,0.3647]","[155.5216,144.0988,128.8601,133.0667,135.2635,143.4627,131.8789,133.0667,120.0542]","[""NA"",0.5646,0.0573,""NA"",0.3886,""NA"",0.1879,""NA"",0.2879]","[1,1.15,1.6,1,3.4,1,1.75,1,1]"
139,7,"Die beiden Mädchen tuscheln während des Unterrichts. ","ID_139_7","v4","[[142.5,219.5,384,384],[219.5,307.5,384,384],[307.5,406.5,384,384],[406.5,494.5,384,384],[494.5,538.5,384,384],[538.5,676,384,384]]","[2,3,4,5,6,7]","[""beiden"",""Mädchen"",""tuscheln"",""während"",""des"",""Unterrichts""]","[6,7,8,7,3,12]","[3.6521,4.075,0.8451,3.6053,4.4516,1.0414]","[0,0.0698,0,0,0.6279,0.7791]","[137.4379,148.7854,126.2201,141.2751,141.3124,117.1353]","[0.2086,0.2506,0.1879,0.2506,""NA"",0.2365]","[1,1.15,1.6,1.55,1,2.4]"
140,8,"Die Häuser am Horizont flimmern in der Sonne. ","ID_140_8","v4","[[142.5,219.5,384,384],[219.5,252.5,384,384],[252.5,351.5,384,384],[351.5,450.5,384,384],[450.5,483.5,384,384],[483.5,527.5,384,384],[527.5,599,384,384]]","[2,3,4,5,6,7,8]","[""Häuser"",""am"",""Horizont"",""flimmern"",""in"",""der"",""Sonne""]","[6,2,8,8,2,3,6]","[2.7582,4.3613,2.0792,0.6021,5.2604,5.3728,3.2135]","[0,0.0233,0,0,0.3488,0.8023,0.4535]","[137.1484,150.3843,126.6819,131.3887,117.7196,134.7281,121.934]","[0.9985,""NA"",0.9988,0.4099,""NA"",""NA"",0.5201]","[1.8,1,2.35,2.05,1,1,1]"
141,10,"Den ganzen Tag über konnte man die Raben krächzen hören. ","ID_141_10","v4","[[142.5,219.5,384,384],[219.5,263.5,384,384],[263.5,318.5,384,384],[318.5,395.5,384,384],[395.5,439.5,384,384],[439.5,483.5,384,384],[483.5,549.5,384,384],[549.5,648.5,384,384],[648.5,720,384,384]]","[2,3,4,5,6,7,8,9,10]","[""ganzen"",""Tag"",""über"",""konnte"",""man"",""die"",""Raben"",""krächzen"",""hören""]","[6,3,4,6,3,3,5,8,6]","[3.8024,4.2126,4.4761,3.9225,4.6026,5.5136,1,0.699,3.9366]","[0.1163,0.8837,0.1047,0.0116,0.2442,0.186,0,0.1047,1]","[136.3366,153.7922,135.4422,132.1967,144.6941,133.0667,146.7427,132.4529,118.5072]","[0.2784,""NA"",""NA"",0.2798,""NA"",""NA"",0.3178,0.4194,0.5646]","[1.25,1,1,1,1,1,1,2.1,1.1]"
142,7,"Vor dem Auftritt schminken die Schauspieler sich. ","ID_142_7","v4","[[142.5,186.5,384,384],[186.5,285.5,384,384],[285.5,395.5,384,384],[395.5,439.5,384,384],[439.5,582.5,384,384],[582.5,643,384,384]]","[2,3,4,5,6,7]","[""dem"",""Auftritt"",""schminken"",""die"",""Schauspieler"",""sich""]","[3,8,9,3,12,5]","[4.875,2.6955,1.6902,5.5136,3.0903,4.9203]","[0.2,0,0,0.0824,0.3765,0.6]","[155.5216,121.8588,135.4031,133.0667,131.1513,107.4322]","[""NA"",0.4099,0.2299,""NA"",0.0348,0.5923]","[1,1.95,1.85,1,1.8,1]"
143,6,"Die zwei frechen Jungs heucheln Unschuld. ","ID_143_6","v4","[[142.5,197.5,384,384],[197.5,285.5,384,384],[285.5,351.5,384,384],[351.5,450.5,384,384],[450.5,555,384,384]]","[2,3,4,5,6]","[""zwei"",""frechen"",""Jungs"",""heucheln"",""Unschuld""]","[4,7,5,8,9]","[4.177,1.5051,3.8447,0.9031,2.3424]","[0,0,0.0233,0,0.093]","[123.6961,129.195,136.5859,131.598,124.8889]","[""NA"",0.1276,0.5201,0.3827,0.9734]","[1.35,1.65,1,2.15,2.85]"
144,5,"Manche Menschen stottern bei Nervosität. ","ID_144_5","v4","[[175.5,274.5,384,384],[274.5,373.5,384,384],[373.5,417.5,384,384],[417.5,544,384,384]]","[2,3,4,5]","[""Menschen"",""stottern"",""bei"",""Nervosität""]","[8,8,3,11]","[4.0549,1.2553,4.5715,1.3617]","[0.4253,0,0.0575,0.0115]","[139.5618,121.7382,131.4131,118.8802]","[0.2928,0.3184,""NA"",0.958]","[1.6,2.05,1,3.55]"
